time,sex,classif1,classif2,obs_value,age_extracted
1982,Sex: Male,"Age (Youth, adults): 25+",nan,2715.348,"(25, None)"
1982,Sex: Female,"Age (Youth, adults): 15+",nan,4333.882,"(15, None)"
1982,Sex: Female,"Age (Youth, adults): 15-24",nan,1525.547,"(15, 24)"
1982,Sex: Female,"Age (Youth, adults): 25+",nan,2808.335,"(25, None)"
1982,Sex: Male,Age (Aggregate bands): 15-24,nan,1550.715,"(15, 24)"
1982,Sex: Female,Age (Aggregate bands): 15-24,nan,1525.547,"(15, 24)"
1982,Sex: Male,Age (10-year bands): 15-24,nan,1550.715,"(15, 24)"
1982,Sex: Female,Age (10-year bands): 15-24,nan,1525.547,"(15, 24)"
1982,Sex: Male,Age (5-year bands): 15-19,nan,864.264,"(15, 19)"
1982,Sex: Male,Age (5-year bands): 20-24,nan,686.451,"(20, 24)"
1982,Sex: Male,Age (5-year bands): 25-29,nan,995.498,"(25, 29)"
1982,Sex: Female,Age (5-year bands): 15-19,nan,827.211,"(15, 19)"
1982,Sex: Female,Age (5-year bands): 20-24,nan,698.336,"(20, 24)"
1982,Sex: Female,Age (5-year bands): 25-29,nan,1047.674,"(25, 29)"
1981,Sex: Male,"Age (Youth, adults): 15+",nan,4127.843,"(15, None)"
1981,Sex: Male,"Age (Youth, adults): 15-24",nan,1517.487,"(15, 24)"
1981,Sex: Male,"Age (Youth, adults): 25+",nan,2610.356,"(25, None)"
1981,Sex: Female,"Age (Youth, adults): 15+",nan,4195.61,"(15, None)"
1981,Sex: Female,"Age (Youth, adults): 15-24",nan,1495.865,"(15, 24)"
1981,Sex: Female,"Age (Youth, adults): 25+",nan,2699.745,"(25, None)"
1981,Sex: Male,Age (Aggregate bands): 15-24,nan,1517.487,"(15, 24)"
1981,Sex: Female,Age (Aggregate bands): 15-24,nan,1495.865,"(15, 24)"
1981,Sex: Male,Age (10-year bands): 15-24,nan,1517.487,"(15, 24)"
1981,Sex: Female,Age (10-year bands): 15-24,nan,1495.865,"(15, 24)"
1979,Sex: Male,"Age (Youth, adults): 15+",nan,3912.413,"(15, None)"
1979,Sex: Male,"Age (Youth, adults): 15-24",nan,1455.487,"(15, 24)"
1979,Sex: Male,"Age (Youth, adults): 25+",nan,2456.926,"(25, None)"
1979,Sex: Female,"Age (Youth, adults): 15+",nan,3980.033,"(15, None)"
1979,Sex: Female,"Age (Youth, adults): 15-24",nan,1442.403,"(15, 24)"
1979,Sex: Female,"Age (Youth, adults): 25+",nan,2537.63,"(25, None)"
1979,Sex: Male,Age (Aggregate bands): 15-24,nan,1455.487,"(15, 24)"
1979,Sex: Female,Age (Aggregate bands): 15-24,nan,1442.403,"(15, 24)"
1979,Sex: Male,Age (10-year bands): 15-24,nan,1455.487,"(15, 24)"
1979,Sex: Female,Age (10-year bands): 15-24,nan,1442.403,"(15, 24)"
1977,Sex: Male,"Age (Youth, adults): 15+",nan,3639.91,"(15, None)"
1977,Sex: Male,"Age (Youth, adults): 15-24",nan,1365.754,"(15, 24)"
1977,Sex: Male,"Age (Youth, adults): 25+",nan,2274.156,"(25, None)"
1977,Sex: Female,"Age (Youth, adults): 15+",nan,3707.834,"(15, None)"
1977,Sex: Female,"Age (Youth, adults): 15-24",nan,1366.184,"(15, 24)"
1977,Sex: Female,"Age (Youth, adults): 25+",nan,2341.65,"(25, None)"
1977,Sex: Male,Age (Aggregate bands): 15-24,nan,1365.754,"(15, 24)"
1977,Sex: Female,Age (Aggregate bands): 15-24,nan,1366.184,"(15, 24)"
1977,Sex: Male,Age (10-year bands): 15-24,nan,1365.754,"(15, 24)"
1977,Sex: Female,Age (10-year bands): 15-24,nan,1366.184,"(15, 24)"
1975,Sex: Male,"Age (Youth, adults): 15+",nan,5959.362,"(15, None)"
1975,Sex: Female,"Age (Youth, adults): 15+",nan,5964.308,"(15, None)"
1971,Sex: Male,"Age (Youth, adults): 15+",nan,2911.568,"(15, None)"
1971,Sex: Male,"Age (Youth, adults): 15-24",nan,1069.523,"(15, 24)"
1971,Sex: Male,"Age (Youth, adults): 25+",nan,1842.045,"(25, None)"
1971,Sex: Female,"Age (Youth, adults): 15+",nan,2985.667,"(15, None)"
1971,Sex: Female,"Age (Youth, adults): 15-24",nan,1113.35,"(15, 24)"
1971,Sex: Female,"Age (Youth, adults): 25+",nan,1872.317,"(25, None)"
1971,Sex: Male,Age (Aggregate bands): 15-24,nan,1069.523,"(15, 24)"
1971,Sex: Female,Age (Aggregate bands): 15-24,nan,1113.35,"(15, 24)"
1971,Sex: Male,Age (10-year bands): 15-24,nan,1069.523,"(15, 24)"
1971,Sex: Female,Age (10-year bands): 15-24,nan,1113.35,"(15, 24)"
1971,Sex: Male,Age (5-year bands): 15-19,nan,605.836,"(15, 19)"
1971,Sex: Male,Age (5-year bands): 20-24,nan,463.687,"(20, 24)"
1971,Sex: Male,Age (5-year bands): 25-29,nan,337.637,"(25, 29)"
1971,Sex: Female,Age (5-year bands): 15-19,nan,619.426,"(15, 19)"
1971,Sex: Female,Age (5-year bands): 20-24,nan,493.924,"(20, 24)"
1971,Sex: Female,Age (5-year bands): 25-29,nan,358.524,"(25, 29)"
1961,Sex: Male,"Age (Youth, adults): 15+",nan,2073.761,"(15, None)"
1961,Sex: Male,"Age (Youth, adults): 15-24",nan,652.143,"(15, 24)"
1961,Sex: Male,"Age (Youth, adults): 25+",nan,1421.618,"(25, None)"
1961,Sex: Female,"Age (Youth, adults): 15+",nan,2010.941,"(15, None)"
1961,Sex: Female,"Age (Youth, adults): 15-24",nan,645.904,"(15, 24)"
1961,Sex: Female,"Age (Youth, adults): 25+",nan,1365.037,"(25, None)"
1961,Sex: Male,Age (Aggregate bands): 15-24,nan,652.143,"(15, 24)"
1961,Sex: Female,Age (Aggregate bands): 15-24,nan,645.904,"(15, 24)"
1961,Sex: Male,Age (10-year bands): 15-24,nan,652.143,"(15, 24)"
1961,Sex: Female,Age (10-year bands): 15-24,nan,645.904,"(15, 24)"
1961,Sex: Male,Age (5-year bands): 15-19,nan,340.465,"(15, 19)"
1961,Sex: Male,Age (5-year bands): 20-24,nan,311.678,"(20, 24)"
1961,Sex: Male,Age (5-year bands): 25-29,nan,283.008,"(25, 29)"
1961,Sex: Female,Age (5-year bands): 15-19,nan,339.171,"(15, 19)"
1961,Sex: Female,Age (5-year bands): 20-24,nan,306.733,"(20, 24)"
1961,Sex: Female,Age (5-year bands): 25-29,nan,267.874,"(25, 29)"
